House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5,Blue Spring,Natasha,White,19,Unknown,Single,Female,University Student,Unknown,Methodist
5,Blue Spring,David,White,18,Unknown,Single,Male,University Student,Unknown,Unknown
5,Blue Spring,Dennis,Fuller,22,Unknown,Single,Male,University Student,Unknown,Unknown
6,Blue Spring,Mathew,Wood,57,Head,Single,Male,Brewing technologist,Unknown,Christian
6,Blue Spring,Pamela,Stevens,55,Partner,Single,Female,"Producer, television/film/video",Unknown,Christian
7,Blue Spring,Marian,Barry,70,Head,Single,Female,Retired,Unknown,Methodist
7,Blue Spring,Raymond,Barry,27,Son,Single,Male,Sub,Unknown,Methodist
7,Blue Spring,Mohammad,Barry,27,Son,Single,Male,"Engineer, broadcasting (operations)",Unknown,Unknown
7,Blue Spring,Lorraine,Barry,23,Daughter,Single,Female,Unemployed,Unknown,Methodist
7,Blue Spring,Nicholas,Barry,20,Son,Single,Male,Comptroller,Unknown,Methodist
7,Blue Spring,Mark,Barry,16,Son,Unknown,Male,Student,Unknown,Unknown
7,Blue Spring,Brandon,Mills-Barry,12,Son,Unknown,Male,Student,Unknown,Unknown
8,Blue Spring,Alice,Allen,46,Head,Divorced,Female,Ceramics designer,Unknown,Christian
8,Blue Spring,Lesley,Allen,21,Daughter,Single,Female,"Engineer, drilling",Unknown,Christian
8,Blue Spring,Alan,Allen,17,Son,Unknown,Male,Student,Unknown,Unknown
8,Blue Spring,Holly,Allen,14,Daughter,Unknown,Female,Student,Unknown,Unknown
8,Blue Spring,Abigail,Allen,12,Daughter,Unknown,Female,Student,Unknown,Unknown
9,Blue Spring,Natalie,Johnson,69,Head,Widowed,Female,Retired,Unknown,Christian
10,Blue Spring,Hugh,Metcalfe,34,Head,Married,Male,Location manager,Unknown,Catholic
10,Blue Spring,Sheila,Metcalfe,32,Wife,Married,Female,Data scientist,Unknown,Catholic
10,Blue Spring,Sylvia,Metcalfe,3,Daughter,Unknown,Female,Child,Unknown,Unknown
10,Blue Spring,Raymond,Metcalfe,3,Son,Unknown,Male,Child,Unknown,Unknown
10,Blue Spring,Stewart,Metcalfe,3,Son,Unknown,Male,Child,Unknown,Unknown
11,Blue Spring,Danielle,Howarth,38,Head,Married,Female,Clinical cytogeneticist,Unknown,Catholic
11,Blue Spring,Denis,Howarth,38,Husband,Married,Male,"Programmer, systems",Unknown,Unknown
11,Blue Spring,Stephen,Howarth,4,Son,Unknown,Male,Child,Unknown,Unknown
11,Blue Spring,Joel,Howarth,4,Son,Unknown,Male,Child,Unknown,Unknown
11,Blue Spring,Carolyn,Howarth,1,Daughter,Unknown,Female,Child,Physical Disability,Unknown
12,Blue Spring,Stewart,O'Neill,59,Head,Divorced,Male,Osteopath,Unknown,Christian
13,Blue Spring,Richard,Thorpe,41,Head,Single,Male,Chiropractor,Unknown,Christian
13,Blue Spring,Jamie,Watts,32,Unknown,Single,Male,Haematologist,Unknown,Methodist
13,Blue Spring,Harry,White,51,Unknown,Single,Male,Lawyer,Deaf,Christian
13,Blue Spring,Kenneth,Baker,58,Unknown,Single,Male,"Optician, dispensing",Unknown,Christian
13,Blue Spring,Kelly,Bates,27,Unknown,Single,Female,Actuary,Unknown,Methodist
14,Blue Spring,Christine,Jones,61,Head,Married,Female,Retail banker,Unknown,Methodist
14,Blue Spring,Gareth,Jones,63,Husband,Married,Male,Museum/gallery conservator,Unknown,Unknown
14,Blue Spring,Julia,Jones,28,Daughter,Single,Female,Landscape architect,Unknown,Methodist
14,Blue Spring,Jacqueline,Jones,26,Daughter,Single,Female,Theatre manager,Unknown,Methodist
14,Blue Spring,Joan,Jones,22,Daughter,Divorced,Female,University Student,Unknown,Methodist
15,Blue Spring,Emma,Gibson,51,Head,Divorced,Female,"Teacher, secondary school",Unknown,Christian
15,Blue Spring,Hilary,Gibson,17,Daughter,Unknown,Female,Student,Unknown,Unknown
15,Blue Spring,Shannon,Gibson,14,Daughter,Unknown,Female,Student,Unknown,Unknown
15,Blue Spring,Michelle,Gibson,12,Daughter,Unknown,Female,Student,Unknown,Unknown
15,Blue Spring,Judith,Gibson,8,Adopted Daughter,Unknown,Female,Student,Unknown,Unknown
1,Stirling View,Paige,Parry,46,Head,Married,Female,Sport and exercise psychologist,Unknown,Christian
1,Stirling View,Mohamed,Parry,45,Husband,Married,Male,Biomedical engineer,Unknown,Unknown
2,Stirling View,Annette,Chan,77,Head,Single,Female,Retired,Unknown,Christian
2,Stirling View,Edward,Chan,44,Son,Single,Male,Photographer,Unknown,Christian
3,Stirling View,Craig,Day,89,Head,Widowed,Male,Retired,Unknown,Christian
4,Stirling View,Frances,Allan,63,Head,Single,Female,Musician,Unknown,Christian
4,Stirling View,James,Akhtar,42,Unknown,Single,Male,Dramatherapist,Unknown,Unknown
5,Stirling View,Shaun,Hall,36,Head,Single,Male,Unemployed,Unknown,Unknown
6,Stirling View,Jason,Harrison,63,Head,Divorced,Male,"Research officer, trade union",Unknown,Christian
7,Stirling View,Kelly,Watson,70,Head,Divorced,Female,Retired,Unknown,Catholic
8,Stirling View,Eleanor,Brown,85,Head,Widowed,Female,Retired,Unknown,Unknown
9,Stirling View,Roy,Johnson,42,Head,Married,Male,Fashion designer,Unknown,Methodist
9,Stirling View,Kayleigh,Johnson,44,Wife,Married,Female,Garment/textile technologist,Unknown,Methodist
10,Stirling View,Holly,Griffiths,35,Head,Single,Female,Housing manager/officer,Unknown,Christian
11,Stirling View,Bethan,Humphreys,61,Head,Married,Female,Barista,Unknown,Unknown
11,Stirling View,Nicholas,Humphreys,61,Husband,Married,Male,Radio producer,Unknown,Unknown
12,Stirling View,James,Hewitt,26,Head,Single,Male,"Designer, multimedia",Unknown,Unknown
13,Stirling View,Rita,Duffy,38,Head,Divorced,Female,Unemployed,Unknown,Catholic
13,Stirling View,Charlotte,Duffy,7,Daughter,Unknown,Female,Student,Unknown,Unknown
14,Stirling View,Anne,Price,42,Head,Single,Female,"Designer, multimedia",Unknown,Unknown
15,Stirling View,Ashley,Lee,58,Head,Single,Male,Unemployed,Unknown,Christian
1,Smith Street,Bethan,Lewis,24,Head,Married,Female,Broadcast journalist,Unknown,Catholic
1,Smith Street,Daniel,Lewis,23,Husband,Married,Male,Dentist,Unknown,Unknown
1,Smith Street,Aaron,Lewis,4,Son,Unknown,Male,Child,Unknown,Unknown
2,Smith Street,Frederick,Harvey,73,Head,Married,Male,Retired,Unknown,Muslim
2,Smith Street,Marie,Harvey,74,Wife,Married,Female,Retired,Unknown,Unknown
3,Smith Street,Alison,Mills,44,Head,Divorced,Female,"Engineer, technical sales",Unknown,Catholic
3,Smith Street,Lynne,Mills,10,Daughter,Unknown,Female,Student,Unknown,Unknown
3,Smith Street,Karl,Mills,7,Son,Unknown,Male,Student,Unknown,Unknown
4,Smith Street,Hazel,Smith,64,Head,Married,Female,Psychiatric nurse,Unknown,Christian
4,Smith Street,Lawrence,Smith,67,Husband,Married,Male,Retired,Unknown,Unknown
4,Smith Street,Terence,Smith,0,Grandson,Unknown,Male,Child,Unknown,Unknown
4,Smith Street,Nicole,Begum,62,Lodger,Single,Female,Dance movement psychotherapist,Unknown,Christian
4,Smith Street,Thomas,Murray,40,Lodger,Divorced,Male,Recycling officer,Unknown,Christian
5,Smith Street,Stacey,Stewart,59,Head,Divorced,Female,Animator,Unknown,Catholic
5,Smith Street,Maria,Stewart,19,Daughter,Divorced,Female,University Student,Unknown,Unknown
5,Smith Street,Howard,Stewart,13,Son,Unknown,Male,Student,Unknown,Unknown
5,Smith Street,Charlie,Stewart,9,Son,Unknown,Male,Student,Unknown,Unknown
6,Smith Street,Valerie,Lawson,77,Head,Widowed,Female,Retired,Unknown,Methodist
6,Smith Street,Pamela,Lawson,42,Daughter,Single,Female,Web designer,Unknown,Methodist
6,Smith Street,Danny,Lawson,42,Son,Single,Male,Clinical embryologist,Unknown,Methodist
7,Smith Street,Katy,Moore,61,Head,Married,Female,Sports administrator,Unknown,Christian
7,Smith Street,Leigh,Moore,63,Husband,Married,Male,"Research officer, government",Unknown,Christian
7,Smith Street,Dean,Moore,39,Son,Single,Male,Town planner,Unknown,Christian
8,Smith Street,Pauline,Goodwin,54,Head,Married,Female,Early years teacher,Unknown,Methodist
8,Smith Street,Daniel,Goodwin,56,Husband,Married,Male,"Psychologist, educational",Unknown,Methodist
8,Smith Street,Paula,Goodwin,14,Daughter,Unknown,Female,Student,Unknown,Unknown
9,Smith Street,Sandra,Wilson,57,Head,Married,Female,Engineering geologist,Unknown,Unknown
9,Smith Street,Geoffrey,Wilson,61,Husband,Married,Male,Unemployed,Unknown,Unknown
9,Smith Street,Jodie,Wilson,24,Daughter,Single,Female,Cartographer,Unknown,Unknown
9,Smith Street,Beverley,Wilson,21,Daughter,Single,Female,University Student,Unknown,Unknown
9,Smith Street,Ann,Wilson,12,Daughter,Unknown,Female,Student,Unknown,Unknown
10,Smith Street,Hayley,Watson,55,Head,Married,Female,Commercial/residential surveyor,Unknown,Catholic
10,Smith Street,Robin,Watson,58,Husband,Married,Male,"Therapist, art",Unknown,Catholic
10,Smith Street,Ricky,Watson,17,Son,Unknown,Male,Student,Unknown,Unknown
11,Smith Street,Mary,Jordan,47,Head,Divorced,Female,Unemployed,Unknown,Unknown
11,Smith Street,Keith,Jordan,10,Son,Unknown,Male,Student,Unknown,Unknown
11,Smith Street,Louis,Jordan,10,Son,Unknown,Male,Student,Unknown,Unknown
12,Smith Street,Elliott,Smith,26,Head,Single,Male,Press sub,Unknown,Unknown
13,Smith Street,Reece,Brennan,71,Head,Married,Male,Retired,Unknown,Christian
13,Smith Street,Nicole,Brennan,76,Wife,Married,Female,Retired,Unknown,Unknown
13,Smith Street,Debra,Brennan,4,Granddaughter,Unknown,Female,Child,Unknown,Unknown
14,Smith Street,Sian,Smith,52,Head,Married,Female,Unemployed,Unknown,Unknown
14,Smith Street,Graham,Smith,57,Husband,Married,Male,Unemployed,Unknown,Unknown
14,Smith Street,Patrick,Smith,26,Son,Single,Male,Chief Technology Officer,Physical Disability,Unknown
15,Smith Street,Lydia,Williams,49,Head,Single,Female,"Investment banker, operational",Unknown,Unknown
15,Smith Street,Elizabeth,Nash,19,Unknown,Single,Female,University Student,Unknown,Methodist
15,Smith Street,Annette,Parsons,41,Unknown,Single,Female,Media planner,Unknown,Unknown
16,Smith Street,Victor,Nicholls,30,Head,Married,Male,"Psychologist, sport and exercise",Unknown,Unknown
16,Smith Street,Emma,Nicholls,25,Wife,Married,Female,Learning mentor,Unknown,Unknown
16,Smith Street,Deborah,Holmes,30,Sibling,Single,Female,Applications developer,Unknown,Unknown
17,Smith Street,Maria,Davies,45,Head,Single,Female,Industrial buyer,Unknown,Catholic
18,Smith Street,Danielle,Taylor,51,Head,Widowed,Female,"Surveyor, planning and development",Unknown,Christian
18,Smith Street,Jamie,Turner,18,Son,Single,Male,Student,Unknown,Christian
18,Smith Street,Harriet,Turner,14,Daughter,Unknown,Female,Student,Unknown,Unknown
19,Smith Street,Rebecca,Coleman,47,Head,Single,Female,Unemployed,Unknown,Christian
19,Smith Street,Yvonne,Coleman,12,Daughter,Unknown,Female,Student,Unknown,Unknown
20,Smith Street,Georgina,Shaw,44,Head,Single,Female,Unemployed,Unknown,Catholic
20,Smith Street,Hilary,Shaw,1,Daughter,Unknown,Female,Child,Unknown,Unknown
20,Smith Street,Michael,Skinner,64,Lodger,Single,Male,Insurance risk surveyor,Unknown,Unknown
21,Smith Street,Lindsey,Hardy,34,Head,Widowed,Female,Television/film/video producer,Unknown,Christian
21,Smith Street,Mary,Dixon,42,Lodger,Widowed,Female,"Therapist, occupational",Unknown,Methodist
21,Smith Street,Louis,Clayton,62,Lodger,Single,Male,Child psychotherapist,Unknown,Christian
22,Smith Street,Leigh,Brown,18,Head,Single,Male,University Student,Unknown,Unknown
22,Smith Street,Declan,Rowe,22,Unknown,Single,Male,University Student,Unknown,Jewish
22,Smith Street,Lewis,Ward,22,Unknown,Single,Male,University Student,Unknown,Unknown
23,Smith Street,Leah,Williams,44,Head,Married,Female,Paramedic,Unknown,Christian
23,Smith Street,Dean,Williams,51,Husband,Married,Male,Air traffic controller,Unknown,Unknown
23,Smith Street,Joyce,Williams,12,Daughter,Unknown,Female,Student,Unknown,Unknown
24,Smith Street,Donna,Gibbs,60,Head,Married,Female,Dramatherapist,Unknown,Methodist
24,Smith Street,Clive,Gibbs,61,Husband,Married,Male,Accommodation manager,Unknown,Methodist
24,Smith Street,Beverley,Gibbs,34,Daughter,Single,Female,Chiropodist,Unknown,Methodist
25,Smith Street,Rebecca,Stokes,57,Head,Single,Female,Nature conservation officer,Unknown,Christian
25,Smith Street,Graeme,Hall,17,Grandson,Unknown,Male,Student,Unknown,Unknown
25,Smith Street,Mohammed,Hall,15,Grandson,Unknown,Male,Student,Unknown,Unknown
25,Smith Street,Trevor,Jenkins,13,Grandson,Unknown,Male,Student,Unknown,Unknown
1,Griffiths Inlet,Karen,Johnson,46,Head,Divorced,Female,Town planner,Unknown,Methodist
1,Griffiths Inlet,Raymond,Johnson,14,Step-Son,Unknown,Male,Student,Unknown,Unknown
2,Griffiths Inlet,Valerie,Akhtar,66,Head,Married,Female,Retired,Unknown,Christian
2,Griffiths Inlet,Connor,Akhtar,67,Husband,Married,Male,Retired,Unknown,Unknown
3,Griffiths Inlet,Pauline,Chapman,73,Head,Married,Female,Retired,Unknown,Christian
3,Griffiths Inlet,Dominic,Chapman,76,Husband,Married,Male,Retired,Unknown,Christian
3,Griffiths Inlet,Glenn,Chapman,44,Son,Single,Male,"Physicist, medical",Unknown,Christian
3,Griffiths Inlet,Sophie,Chapman,43,Daughter,Single,Female,"Designer, furniture",Unknown,Unknown
3,Griffiths Inlet,Ashleigh,Chapman,41,Daughter,Single,Female,Community arts worker,Unknown,Christian
4,Griffiths Inlet,Eleanor,Humphreys,19,Head,Single,Female,University Student,Unknown,Unknown
4,Griffiths Inlet,Gemma,Higgins,22,Unknown,Single,Female,University Student,Unknown,Christian
5,Griffiths Inlet,Molly,Hurst,49,Head,Widowed,Female,Unemployed,Unknown,Unknown
5,Griffiths Inlet,Hannah,Hurst,23,Adopted Daughter,Single,Female,Travel agency manager,Unknown,Unknown
6,Griffiths Inlet,Justin,Pearson,19,Head,Single,Male,University Student,Unknown,Catholic
6,Griffiths Inlet,Sean,Moore,18,Unknown,Single,Male,University Student,Unknown,Unknown
6,Griffiths Inlet,Rita,Walker,24,Unknown,Single,Female,PhD Student,Unknown,Unknown
6,Griffiths Inlet,Nigel,West,31,Unknown,Single,Male,PhD Student,Unknown,Unknown
6,Griffiths Inlet,Sylvia,Miah,22,Unknown,Single,Female,University Student,Unknown,Christian
7,Griffiths Inlet,Rachel,Baxter,36,Head,Divorced,Female,Unemployed,Unknown,Methodist
7,Griffiths Inlet,Bradley,Baxter,6,Son,Unknown,Male,Student,Unknown,Unknown
7,Griffiths Inlet,Lesley,Baxter,3,Daughter,Unknown,Female,Child,Unknown,Unknown
7,Griffiths Inlet,Harriet,Davison,31,Lodger,Widowed,Female,Hotel manager,Unknown,Christian
8,Griffiths Inlet,Clive,Fisher,18,Head,Married,Male,Student,Unknown,Unknown
8,Griffiths Inlet,June,Fisher,19,Wife,Married,Female,University Student,Unknown,Unknown
9,Griffiths Inlet,Kelly,Taylor,72,Head,Widowed,Female,Retired,Unknown,Christian
10,Griffiths Inlet,Jean,Jones,58,Head,Married,Female,Unemployed,Unknown,Methodist
10,Griffiths Inlet,Jordan,Jones,64,Husband,Married,Male,Product designer,Unknown,Unknown
10,Griffiths Inlet,Lauren,Jones,1,Granddaughter,Unknown,Female,Child,Unknown,Unknown
11,Griffiths Inlet,Leslie,Sanders,20,Head,Single,Male,University Student,Unknown,Catholic
11,Griffiths Inlet,Anna,Patel,19,Partner,Single,Female,University Student,Unknown,Unknown
12,Griffiths Inlet,Ian,Mistry,49,Head,Divorced,Male,Museum/gallery exhibitions officer,Unknown,Unknown
12,Griffiths Inlet,Gavin,Mistry,13,Son,Unknown,Male,Student,Unknown,Unknown
13,Griffiths Inlet,Dawn,Parker,60,Head,Divorced,Female,Community pharmacist,Unknown,Christian
13,Griffiths Inlet,Samantha,Parker,26,Daughter,Divorced,Female,"Administrator, local government",Unknown,Unknown
14,Griffiths Inlet,Gary,Alexander,47,Head,Married,Male,Operational researcher,Unknown,Christian
14,Griffiths Inlet,Pamela,Alexander,45,Wife,Married,Female,"Psychologist, counselling",Unknown,Christian
15,Griffiths Inlet,Hayley,Sykes,50,Head,Single,Female,Industrial/product designer,Unknown,Catholic
16,Griffiths Inlet,Barbara,Dixon,68,Head,Married,Female,Retired,Unknown,Christian
16,Griffiths Inlet,Gerald,Dixon,66,Husband,Married,Male,Retired,Unknown,Christian
16,Griffiths Inlet,Diane,Dixon,30,Daughter,Single,Female,Science writer,Unknown,Unknown
17,Griffiths Inlet,Anthony,Wade,18,Head,Married,Male,Student,Unknown,Unknown
17,Griffiths Inlet,Sharon,Wade,20,Wife,Married,Female,University Student,Unknown,Unknown
18,Griffiths Inlet,Gillian,Saunders,45,Head,Married,Female,Electronics engineer,Unknown,Catholic
18,Griffiths Inlet,Mark,Saunders,47,Husband,Married,Male,Paediatric nurse,Unknown,Unknown
19,Griffiths Inlet,Albert,Johnson,39,Head,Married,Male,Radio broadcast assistant,Unknown,Unknown
19,Griffiths Inlet,Katy,Johnson,36,Wife,Married,Female,Music tutor,Unknown,Unknown
20,Griffiths Inlet,Judith,Todd,39,Head,Divorced,Female,Recruitment consultant,Unknown,Catholic
20,Griffiths Inlet,Louise,Todd,1,Daughter,Unknown,Female,Child,Unknown,Unknown
21,Griffiths Inlet,Charles,Ahmed,56,Head,Single,Male,Data processing manager,Unknown,Unknown
21,Griffiths Inlet,Katy,Ahmed,15,Daughter,Unknown,Female,Student,Unknown,Unknown
22,Griffiths Inlet,Carolyn,Farrell,84,Head,Married,Female,Retired,Unknown,Unknown
22,Griffiths Inlet,Stewart,Farrell,88,Husband,Married,Male,Retired,Unknown,Unknown
23,Griffiths Inlet,Clive,Jackson,32,Head,Single,Male,Theme park manager,Unknown,Catholic
23,Griffiths Inlet,Olivia,Lloyd,43,Unknown,Single,Female,Systems analyst,Unknown,Unknown
23,Griffiths Inlet,Dorothy,Harrison,19,Unknown,Single,Female,University Student,Unknown,Unknown
24,Griffiths Inlet,Janet,Robertson,25,Head,Divorced,Female,Management consultant,Unknown,Unknown
25,Griffiths Inlet,Charlene,Anderson,41,Head,Divorced,Female,Brewing technologist,Unknown,Christian
26,Griffiths Inlet,Lucy,Lee-Singh,48,Head,Single,Female,Unemployed,Unknown,Unknown
26,Griffiths Inlet,Melissa,Lee-Singh,12,Daughter,Unknown,Female,Student,Unknown,Unknown
27,Griffiths Inlet,Arthur,Howe,58,Head,Single,Male,Unemployed,Unknown,Christian
28,Griffiths Inlet,Steven,Edwards,23,Head,Married,Male,Heritage manager,Unknown,Unknown
28,Griffiths Inlet,Alice,Edwards,24,Wife,Married,Female,"Sound technician, broadcasting/film/video",Unknown,Unknown
29,Griffiths Inlet,Janice,Gardner,73,Head,Widowed,Female,Retired,Unknown,Unknown
30,Griffiths Inlet,Cheryl,Bates,58,Head,Married,Female,Careers information officer,Unknown,Methodist
30,Griffiths Inlet,Albert,Bates,60,Husband,Married,Male,Environmental education officer,Unknown,Methodist
30,Griffiths Inlet,Harry,Bates,36,Son,Single,Male,Unemployed,Unknown,Methodist
30,Griffiths Inlet,Conor,Bates,34,Son,Single,Male,"Nurse, mental health",Unknown,Methodist
30,Griffiths Inlet,Diane,Bates,31,Daughter,Single,Female,"Lecturer, higher education",Unknown,Unknown
31,Griffiths Inlet,Mandy,Bull,59,Head,Single,Female,Occupational psychologist,Unknown,Christian
32,Griffiths Inlet,Bradley,Mann,36,Head,Married,Male,Retail banker,Unknown,Christian
33,Griffiths Inlet,Teresa,James,88,Head,Widowed,Female,Retired,Unknown,Methodist
34,Griffiths Inlet,Carol,Williams,44,Head,Single,Female,Unemployed,Unknown,Christian
34,Griffiths Inlet,Jeremy,Williams,18,Son,Single,Male,Student,Unknown,Unknown
35,Griffiths Inlet,Elliot,Barker,65,Head,Widowed,Male,Retired,Unknown,Unknown
36,Griffiths Inlet,Francesca,Flynn,39,Head,Married,Female,Broadcast engineer,Unknown,Christian
36,Griffiths Inlet,Sean,Flynn,40,Husband,Married,Male,Warehouse manager,Unknown,Unknown
36,Griffiths Inlet,Catherine,Patel,49,Cousin,Single,Female,"Engineer, energy",Unknown,Christian
36,Griffiths Inlet,Colin,Dobson,53,Cousin,Single,Male,Exhibition designer,Unknown,Unknown
37,Griffiths Inlet,Sarah,Evans,32,Head,Married,Female,Research scientist (life sciences),Unknown,Unknown
37,Griffiths Inlet,Bernard,Evans,35,Husband,Married,Male,"Therapist, art",Unknown,Unknown
37,Griffiths Inlet,Reece,Evans,11,Son,Unknown,Male,Student,Unknown,Unknown
37,Griffiths Inlet,Emma,Evans,8,Daughter,Unknown,Female,Student,Unknown,Unknown
37,Griffiths Inlet,Alexandra,Evans,7,Daughter,Unknown,Female,Student,Unknown,Unknown
1,Shrine Harbor,Lesley,Carroll,43,Head,Single,Female,Energy manager,Unknown,Unknown
1,Shrine Harbor,Clive,Kemp,40,Partner,Single,Male,"Merchandiser, retail",Unknown,Unknown
1,Shrine Harbor,Derek,Carroll,19,Son,Divorced,Male,University Student,Unknown,Unknown
1,Shrine Harbor,Marian,Carroll,15,Daughter,Unknown,Female,Student,Unknown,Unknown
2,Shrine Harbor,Clifford,Talbot,18,Head,Single,Male,University Student,Unknown,Unknown
2,Shrine Harbor,Karen,Parry,21,Unknown,Single,Female,University Student,Unknown,Methodist
2,Shrine Harbor,Timothy,Chambers,21,Unknown,Single,Male,University Student,Unknown,Christian
2,Shrine Harbor,Vanessa,Brown,19,Unknown,Single,Female,University Student,Unknown,Methodist
3,Shrine Harbor,Janice,Clark,28,Head,Married,Female,Physiological scientist,Unknown,Unknown
3,Shrine Harbor,Gareth,Clark,28,Husband,Married,Male,"Surveyor, mining",Unknown,Unknown
3,Shrine Harbor,Jade,Clark,1,Daughter,Unknown,Female,Child,Unknown,Unknown
